#TASK_STARTED: 2017-11-23 11:30:01
2017-11-23 11:32:20	  636470326094366855	       100	      2810	   77	true
2017-11-23 11:32:34	  636470325897650509	       100	      2391	    0	false
2017-11-23 11:32:35	  636470325849290425	       100	      2803	   74	true
2017-11-23 11:33:05	  636470326088126844	       100	      3607	    0	false
2017-11-23 11:33:46	  636470325895310505	       100	      2810	   63	true
2017-11-23 11:34:37	  636470326088126844	       100	      2755	   44	true
2017-11-23 11:34:48	  636470325897650509	       100	      5761	    0	false
2017-11-23 11:34:59	  636470325897650509	       100	      4687	    0	false
2017-11-23 11:35:02	  636470325897650509	       100	      4269	    0	false
2017-11-23 11:35:03	  636470326134146925	       100	      2755	   50	true
2017-11-23 11:35:04	  636470325897650509	       100	      4123	    0	false
#TASK_ENDED: 2017-11-23 11:35:05
