#TASK_STARTED: 2017-11-23 12:01:44
2017-11-23 12:02:08	  636470326301379219	       324	      4550	    0	false
2017-11-23 12:03:35	  636470326134146925	       324	      4246	    0	false
2017-11-23 12:03:39	  636470326301379219	       324	      4246	    0	false
2017-11-23 12:03:56	  636470326301379219	       324	      4246	    0	false
2017-11-23 12:04:00	  636470325895310505	       324	      3775	    0	false
2017-11-23 12:04:21	  636470326170182988	       324	      4246	    0	false
2017-11-23 12:04:22	  636470325897650509	       324	      3245	    0	false
2017-11-23 12:04:24	  636470326170182988	       324	      4347	    0	false
2017-11-23 12:04:39	  636470326094366855	       324	      4246	    0	false
2017-11-23 12:04:51	  636470326170182988	       324	      1540	    0	false
2017-11-23 12:04:59	  636470326301379219	       324	      2293	    0	false
2017-11-23 12:05:17	  636470326134146925	       324	      2521	    0	false
2017-11-23 12:05:28	  636470326088126844	       324	      2521	    0	false
2017-11-23 12:05:47	  636470326088126844	       324	      1540	    0	false
2017-11-23 12:06:02	  636470325897650509	       324	      3231	    0	false
2017-11-23 12:06:10	  636470325897650509	       324	      5400	    0	false
2017-11-23 12:06:14	  636470325897650509	       324	      1849	    0	false
2017-11-23 12:06:18	  636470325897650509	       324	      1581	    0	false
2017-11-23 12:06:20	  636470325897650509	       324	      2521	    0	false
2017-11-23 12:06:21	  636470326088126844	       324	      4246	    0	false
2017-11-23 12:06:28	  636470325897650509	       324	      6460	    0	false
2017-11-23 12:06:38	  636470326094366855	       324	      7125	   41	true
2017-11-23 12:06:42	  636470325897650509	       324	      7565	    0	false
2017-11-23 12:06:45	  636470325897650509	       324	      6460	    0	false
2017-11-23 12:06:47	  636470325897650509	       324	      6268	    0	false
#TASK_ENDED: 2017-11-23 12:06:48
