#TASK_STARTED: 2017-11-23 12:10:42
2017-11-23 12:10:50	  636470326170182988	       383	        86	   98	true
2017-11-23 12:10:55	  636470326134146925	       383	       187	   98	true
2017-11-23 12:10:56	  636470325897650509	       383	       187	   97	true
2017-11-23 12:11:08	  636470335530732204	       383	        89	   95	true
2017-11-23 12:11:09	  636470326088126844	       383	        81	   95	true
2017-11-23 12:11:15	  636470326094366855	       308	      5643	    0	false
2017-11-23 12:11:22	  636470325895310505	       383	       224	   93	true
2017-11-23 12:11:25	  636470326094366855	       308	      5621	    0	false
2017-11-23 12:11:31	  636470326301379219	       215	      5621	    0	false
2017-11-23 12:12:01	  636470326094366855	       383	      5639	    0	false
2017-11-23 12:12:07	  636470326301379219	       383	        86	   76	true
2017-11-23 12:12:11	  636470326094366855	       383	       187	   55	true
#TASK_ENDED: 2017-11-23 12:12:32
